id,company_id,owner_id,deal_type,status,stage,deal_value_usd,lost_reason,previous_deal_id,sub_status,win_reason,key_learning,follow_up_action,created_at,closed_at,follow_up_at
504ad240-d31a-47ef-a62c-d78eab3c2e06,aa418c50-1339-4016-a220-9dc826e834a9,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,500,,,,product_fit,Executive sponsor pushed deal through,Integration support needed,2018-05-10 03:54:14,2018-06-29 03:54:14,
da73fbb9-f5c0-4628-bee3-e2bc1323668b,22a9996f-d9b3-4997-b821-c18c1f75d182,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,2400,,,,pricing_advantage,"Strong product fit, fast legal",Schedule QBR in 90 days,2019-06-28 03:54:14,2019-08-18 03:54:14,
61a326b0-39be-49e9-9968-70df9657e41a,41ebfc02-1163-49f2-9f27-2ebcbab64a55,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,500,,,,relationship,"Partner referral, smooth process",Dashboard migration assistance,2019-12-17 03:54:14,2020-02-28 03:54:14,
155312dd-ed02-4e4a-9676-d685fb91305c,32bef0e6-5d0c-49e2-a697-710443b48ef5,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,9600,,,,pricing_advantage,Executive sponsor pushed deal through,Onboarding kickoff next week,2020-12-19 03:54:14,2021-02-08 03:54:14,
5b46bea8-7234-48f4-87f4-6226ceb48361,982123c6-ffbd-493a-8833-fa4de7ec6ff0,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,4800,,,,relationship,Executive sponsor pushed deal through,Onboarding kickoff next week,2021-09-23 03:54:14,2021-10-29 03:54:14,
d87223d5-9b78-4d34-8134-3f23564c9b85,946015a0-cb71-4155-8654-99059da6a590,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,18000,,,,product_fit,Integration story resonated,Connect with CS for rollout,2022-06-06 03:54:14,2022-08-22 03:54:14,
7546b95b-ac4d-4835-a55d-78e1316e7b9f,5262baff-9d7f-4dd7-a259-1f1f1a395e56,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,500,,,,product_fit,White-glove onboarding helped,Expand to second team in Q2,2023-05-31 03:54:14,2023-08-17 03:54:14,
cc6ce84c-ff4f-40a9-9fef-cc5d29a2d923,f001dd65-9bc8-4877-9eec-b274b5873eb4,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,4800,,,,product_fit,"Strong product fit, fast legal",Dashboard migration assistance,2025-02-23 03:54:14,2025-04-15 03:54:14,
4b118e53-e037-4076-87e2-98031b38c833,1647ec2d-0a25-421f-ba28-de5563d3b69c,f1fa6171-c7a4-4b92-bf01-ad9a3ea7f82b,new,won,negotiating,18000,,,,relationship,POC exceeded expectations,Onboarding kickoff next week,2025-10-05 03:54:14,2025-12-20 03:54:14,
c6c19000-254c-410c-abee-a47fee0565ac,449f6928-ce69-4321-9edc-b1a6094d331d,4ee2aab8-ac5d-4e0b-96d8-1b9b4306bf9a,new,won,negotiating,1200,,,,pricing_advantage,Champion drove internal buy-in,Expand to second team in Q2,2026-03-08 03:54:14,2026-04-24 03:54:14,
3b9870da-1d3d-4239-9900-91adf2528017,c0816851-8bec-40e8-8873-64741230d69b,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,2400,,,,product_fit,"Partner referral, smooth process",Schedule QBR in 90 days,2018-10-15 03:54:14,2018-11-29 03:54:14,
6cd52384-c58f-4b70-b06c-ca445a766fe9,51223909-5f68-49f2-b026-ddbcd3bea5f8,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,18000,,,,relationship,Integration story resonated,Integration support needed,2018-12-13 03:54:14,2019-01-26 03:54:14,
77c6b71a-6e64-4f26-a2fb-dfdf4f02c847,8d735c40-2c3f-4c39-9136-847c4db13039,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,36000,,,,product_fit,Data team loved the modeling layer,Onboarding kickoff next week,2020-01-17 03:54:14,2020-02-22 03:54:14,
80dc958e-50ab-4cdb-ad48-9603e763bce8,dcc8bf17-5bde-4055-9583-7e766c213c6f,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,1200,,,,product_fit,Data team loved the modeling layer,Connect with CS for rollout,2021-01-05 03:54:14,2021-02-08 03:54:14,
fe64031b-0ce1-4f1a-b0c6-ca7935dff6ac,fb8a94d2-b81a-4f67-b574-1375a42c22bc,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,500,,,,product_fit,Technical eval clinched it,Dashboard migration assistance,2021-07-04 03:54:14,2021-09-05 03:54:14,
c71773c2-0a33-4650-a729-1c95a581d72a,aa792034-44b0-44aa-ae48-a75f0170fcc4,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,4800,,,,product_fit,White-glove onboarding helped,Connect with CS for rollout,2022-07-09 03:54:14,2022-09-22 03:54:14,
190c4a20-dc36-4bf7-97e0-0a3ae7d4d215,1339d80b-bb18-41b8-83a3-48addc5e037a,4ee2aab8-ac5d-4e0b-96d8-1b9b4306bf9a,new,won,negotiating,18000,,,,speed_to_value,Champion drove internal buy-in,Integration support needed,2023-09-21 03:54:14,2023-11-16 03:54:14,
0331917f-bc7e-47f5-b082-dacb2c36609a,18d79819-8196-404b-a8d5-64e6188b2f87,4ee2aab8-ac5d-4e0b-96d8-1b9b4306bf9a,new,won,negotiating,4800,,,,product_fit,Technical eval clinched it,Integration support needed,2025-09-19 03:54:14,2025-12-09 03:54:14,
d41c9775-9629-4e5a-97c9-79585144d821,485ff1dc-d28e-4853-bdca-44ccf0c3b99d,f1fa6171-c7a4-4b92-bf01-ad9a3ea7f82b,new,won,negotiating,2400,,,,relationship,White-glove onboarding helped,Schedule QBR in 90 days,2026-01-08 03:54:14,2026-04-02 03:54:14,
3e89d1cc-9feb-4170-b642-97053fc9f787,a03746a4-18cf-4fa8-8a94-63232151c6a2,f1fa6171-c7a4-4b92-bf01-ad9a3ea7f82b,new,won,negotiating,500,,,,competitive_gap,White-glove onboarding helped,Integration support needed,2026-02-09 03:54:14,2026-04-25 03:54:14,
7b59ef32-1a99-4564-9410-a323f2ca668c,4b0a7de5-da92-4024-92fc-888ed0b11c91,731e7915-c734-4dff-bb2c-a67a09eca181,new,won,negotiating,4800,,,,pricing_advantage,"Strong product fit, fast legal",Training session scheduled,2018-06-16 03:54:14,2018-08-24 03:54:14,
5cff7a48-26c2-49a0-bd09-a502c873c925,d5105536-109a-42db-9be2-20202e4f408d,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,18000,,,,product_fit,Champion drove internal buy-in,Integration support needed,2019-08-19 03:54:14,2019-10-31 03:54:14,
102d4a50-d70e-4eff-b853-6e543a717c25,84f792e1-364e-4b38-a9a7-1a916d7f29e7,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,9600,,,,pricing_advantage,Technical eval clinched it,Onboarding kickoff next week,2019-11-26 03:54:14,2020-01-16 03:54:14,
0845b02b-7322-4efb-973c-5464b89c223c,15fe2fc9-f4a0-41bb-8617-f904d510b2d1,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,4800,,,,product_fit,Quick time-to-value sealed it,Expand to second team in Q2,2021-01-20 03:54:14,2021-03-16 03:54:14,
98771e5c-4484-41f3-bb78-620341757b2f,1e6727ff-f8c1-4070-a33a-de9e6a25617e,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,18000,,,,competitive_gap,POC exceeded expectations,Connect with CS for rollout,2021-07-17 03:54:14,2021-08-29 03:54:14,
670ed243-6f15-4c45-a2dd-be8bc52e5edd,ce6635a0-1565-42ae-a4bc-971b4ab98668,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,9600,,,,relationship,Referral accelerated cycle,Connect with CS for rollout,2023-02-12 03:54:14,2023-03-23 03:54:14,
daf22052-c03f-4be8-951a-9d574f0d5cd9,f0ff3be9-f241-41bd-a71e-df98149e8136,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,4800,,,,product_fit,Champion drove internal buy-in,Schedule QBR in 90 days,2024-03-29 03:54:14,2024-04-25 03:54:14,
fc6a7efe-29f3-4959-9102-2c3c293ce4dc,a1445e12-05df-48e4-8478-4944d19ccfba,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,36000,,,,product_fit,"Partner referral, smooth process",Integration support needed,2025-05-29 03:54:14,2025-08-12 03:54:14,
ca897e3f-b62a-45f6-ba72-89f6638c11df,30b0da3e-59d3-4d6a-a30b-1b082f0e8670,f1fa6171-c7a4-4b92-bf01-ad9a3ea7f82b,new,won,negotiating,2400,,,,product_fit,White-glove onboarding helped,Integration support needed,2025-11-23 03:54:14,2026-02-08 03:54:14,
9fd340c2-3377-48a7-82e7-ac40d1849e87,857ed9e4-2c84-433b-949b-848a043a7ff7,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,2400,,,,relationship,Semantic layer was differentiator,Schedule QBR in 90 days,2026-02-15 03:54:14,2026-03-31 03:54:14,
ff5ba50a-2020-4332-9f7d-4de0abe5b026,63e84e07-ce4b-44ad-9fac-282f41ac7698,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,9600,,,,relationship,White-glove onboarding helped,Dashboard migration assistance,2018-04-18 03:54:14,2018-06-24 03:54:14,
eae884e4-16a9-4b87-ba3f-b66c3763db45,6318d835-4c33-411c-97d2-6925a726465b,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,1200,,,,product_fit,White-glove onboarding helped,Onboarding kickoff next week,2019-01-12 03:54:14,2019-02-28 03:54:14,
e96fb4cc-ca30-4bd9-9bdb-7f29aab98e74,26add75d-82a1-44f6-a1ed-0f8970a6a47c,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,4800,,,,relationship,Semantic layer was differentiator,Expand to second team in Q2,2019-10-23 03:54:14,2019-12-12 03:54:14,
d8910ae1-b95d-4f2c-ba81-cd5e1dbda966,81f73b77-a70f-450b-a0d3-2faec97e9fe2,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,1200,,,,pricing_advantage,Champion drove internal buy-in,Dashboard migration assistance,2021-03-15 03:54:14,2021-06-04 03:54:14,
4e53ccd3-3cbf-410a-890a-680e753b08b3,48c96482-5642-4fff-bbc7-15cd04569ac1,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,500,,,,pricing_advantage,"Partner referral, smooth process",Integration support needed,2021-05-13 03:54:14,2021-06-07 03:54:14,
d25f051f-56de-4e46-bb4f-0c029f1e4ab6,8500aed9-0dbe-400f-8d5d-fda3e1bd6908,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,4800,,,,competitive_gap,Data team loved the modeling layer,Upsell conversation in 6 months,2022-06-09 03:54:14,2022-09-01 03:54:14,
e4a2266e-66bc-4819-b4d5-c53a026843f0,c8a88a87-faa6-49b5-8144-a900190cb32f,731e7915-c734-4dff-bb2c-a67a09eca181,new,won,negotiating,500,,,,relationship,Semantic layer was differentiator,Upsell conversation in 6 months,2024-03-12 03:54:14,2024-05-10 03:54:14,
30b851c6-b03a-4b93-a80a-61d850ce7eaf,2025c60d-ffe0-490a-ad28-a6757e1d03ad,f1fa6171-c7a4-4b92-bf01-ad9a3ea7f82b,new,won,negotiating,18000,,,,relationship,Technical eval clinched it,Schedule QBR in 90 days,2025-02-22 03:54:14,2025-04-30 03:54:14,
cf2cc00d-6f2f-409c-8c43-215fa3ffd02c,8d141193-4315-4aa5-a3e2-e38942bdf8cb,4ee2aab8-ac5d-4e0b-96d8-1b9b4306bf9a,new,won,negotiating,9600,,,,pricing_advantage,Quick time-to-value sealed it,Schedule QBR in 90 days,2025-11-08 03:54:14,2026-02-03 03:54:14,
b230730c-7911-4118-ab62-7184d6e822f0,8efdcc9a-cd54-4c46-bce5-573e070a3098,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,2400,,,,product_fit,Referral accelerated cycle,Schedule QBR in 90 days,2026-02-22 03:54:14,2026-03-15 03:54:14,
daea1345-1c2a-4802-9b7d-b7b1913dfee6,380894da-d663-4bc0-a227-5734483414cb,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,500,,,,pricing_advantage,Referral accelerated cycle,Integration support needed,2018-07-04 03:54:14,2018-09-15 03:54:14,
19a697fa-a3ba-4a55-aba6-71fd51a12041,d1dc61f2-1975-457e-95cd-4ba2f8b22b40,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,4800,,,,product_fit,Referral accelerated cycle,Upsell conversation in 6 months,2018-12-20 03:54:14,2019-03-15 03:54:14,
5a4c4ae7-c2aa-47fa-a92a-ae9048e5b6bb,f5c6b12f-f6ad-4360-bd04-ca7b8c395220,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,4800,,,,pricing_advantage,Quick time-to-value sealed it,Connect with CS for rollout,2020-01-30 03:54:14,2020-03-10 03:54:14,
0b1037d5-3379-4aec-bf55-2a802d5cad42,f1778303-5c98-496b-95ee-071ce86ab325,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,18000,,,,relationship,Technical eval clinched it,Training session scheduled,2020-11-21 03:54:14,2021-02-05 03:54:14,
568446fa-805c-436e-a25a-ab6e5083e222,5156a30f-a20e-4747-baed-d096a0504694,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,9600,,,,competitive_gap,Champion drove internal buy-in,Training session scheduled,2021-07-18 03:54:14,2021-09-13 03:54:14,
28014fb8-3dc9-4944-81cd-5f982e27fe2b,eed775df-1b09-4678-995e-0399e2563c37,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,4800,,,,product_fit,Integration story resonated,Connect with CS for rollout,2022-09-26 03:54:14,2022-11-21 03:54:14,
283ab9f1-202b-40ae-bb79-ffaea53ba0e6,dc3063e2-ffed-40ca-8a06-3c3467f0fad4,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,36000,,,,relationship,Quick time-to-value sealed it,Training session scheduled,2023-10-26 03:54:14,2023-11-21 03:54:14,
c3464554-9def-48fa-ac9d-5160770db5ce,d553e29d-bf2f-4a0a-9912-30c00b884d4f,4ee2aab8-ac5d-4e0b-96d8-1b9b4306bf9a,new,won,negotiating,4800,,,,product_fit,White-glove onboarding helped,Expand to second team in Q2,2025-09-01 03:54:14,2025-10-31 03:54:14,
5c80aaf3-3702-45e3-bc91-08103d376b61,18da72ca-af56-43f4-9a45-6ac9ed2b31a4,4ee2aab8-ac5d-4e0b-96d8-1b9b4306bf9a,new,won,negotiating,9600,,,,product_fit,"Strong product fit, fast legal",Integration support needed,2025-11-20 03:54:14,2026-02-06 03:54:14,
249de97d-1a70-4443-92ad-daef87666aa7,0b066f76-85f5-4652-bc39-3de7393f40fa,731e7915-c734-4dff-bb2c-a67a09eca181,new,won,negotiating,4800,,,,competitive_gap,Self-serve trial converted smoothly,Training session scheduled,2026-02-15 03:54:14,2026-03-27 03:54:14,
5530cd66-16ff-4111-9b63-58e1cbade974,4f7654a7-8005-46a8-b1d1-74d4148e3a2c,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,2400,,,,relationship,Self-serve trial converted smoothly,Expand to second team in Q2,2018-08-19 03:54:14,2018-11-16 03:54:14,
e6cd1a6b-6ce8-4b9f-9892-6db403512c55,4563f697-2953-4224-955f-7296dc131a8e,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,9600,,,,competitive_gap,"Partner referral, smooth process",Dashboard migration assistance,2018-11-20 03:54:14,2019-02-02 03:54:14,
7b7eb36e-12a7-4d7d-b990-9792ab1ec6db,0c9d8bc2-7a86-430e-af3d-87ce71e353cc,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,9600,,,,product_fit,Integration story resonated,Upsell conversation in 6 months,2019-11-03 03:54:14,2020-01-19 03:54:14,
b4539801-aa6c-45aa-9168-3a6345b439fc,b7fa75bd-8c13-4539-aa9e-584712117d82,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,500,,,,product_fit,Champion drove internal buy-in,Dashboard migration assistance,2021-02-25 03:54:14,2021-05-17 03:54:14,
1fdbee47-c0ac-4895-922f-e12a4b08a4d9,24711eac-9ff4-4e0d-b886-80c5f497e535,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,500,,,,relationship,Technical eval clinched it,Connect with CS for rollout,2022-03-09 03:54:14,2022-04-10 03:54:14,
664cf4fe-3c74-4981-81f2-362a3bdc8ea2,67165d49-28f6-4cd0-97ce-dad1c8507a5b,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,2400,,,,relationship,Referral accelerated cycle,Training session scheduled,2022-12-22 03:54:14,2023-03-17 03:54:14,
25ae772d-08cf-4244-9c6c-b6a088ab9bec,c2b1c375-6d54-46a5-9d96-24c9d9125a36,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,9600,,,,relationship,Champion drove internal buy-in,Integration support needed,2023-05-27 03:54:14,2023-07-08 03:54:14,
b0c5e1dc-cb48-4efa-8b3a-2b338880b074,cae6c27d-619b-4cff-b85b-46b43bcf3c90,731e7915-c734-4dff-bb2c-a67a09eca181,new,won,negotiating,4800,,,,product_fit,Semantic layer was differentiator,Connect with CS for rollout,2025-09-02 03:54:14,2025-10-22 03:54:14,
f5c0554f-f44b-48f7-a845-f5ef490e72ab,ff9337c7-d877-495e-9cb4-7cc7884ba16c,731e7915-c734-4dff-bb2c-a67a09eca181,new,won,negotiating,4800,,,,product_fit,"Partner referral, smooth process",Training session scheduled,2025-12-02 03:54:14,2026-01-17 03:54:14,
6f451043-5855-40f5-95fc-ab099f5cb1e2,ec4fa3e4-0b81-49b8-a0c0-3f1edbde1cf2,3620388c-a5c6-412d-a681-cdfd55da1658,new,lost,,2400,competitor_win,,,,Tableau brand trust,"Keep warm, budget may reopen",2026-03-14 03:54:14,2026-05-11 03:54:14,
8c361ee2-1cb6-45db-99b2-a843d9fb6092,d057c909-fd92-4c2e-8829-84b1aa8fea2a,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,500,,,,pricing_advantage,Data team loved the modeling layer,Expand to second team in Q2,2018-08-21 03:54:14,2018-09-18 03:54:14,
990fcf65-7b9d-4fff-897d-b04757ae4eb9,98ed807a-da82-41c1-b7c9-bba3532392a3,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,4800,,,,relationship,White-glove onboarding helped,Upsell conversation in 6 months,2019-08-12 03:54:14,2019-10-19 03:54:14,
b7799dcd-dda7-4a8c-8c05-fd90e744fb1b,d14ace62-3109-4c83-a828-787e32a9c96b,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,2400,,,,product_fit,"Partner referral, smooth process",Schedule QBR in 90 days,2020-04-11 03:54:14,2020-05-13 03:54:14,
94bd7f84-3564-4d64-92ed-e74a0d8c64f7,4c356121-8236-4ffb-b7aa-88c5fa843cac,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,500,,,,product_fit,Champion drove internal buy-in,Schedule QBR in 90 days,2021-01-13 03:54:14,2021-03-20 03:54:14,
a201bf3d-4016-41b5-a063-e633ccf3f680,364eda06-4077-4a31-b329-52e9a5f95824,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,9600,,,,product_fit,Semantic layer was differentiator,Integration support needed,2021-06-30 03:54:14,2021-08-14 03:54:14,
86b58d69-aa88-4f28-ab37-783d6451440d,ec116d19-f6f3-4dd6-b5dc-c51fecbca5b2,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,2400,,,,product_fit,Integration story resonated,Integration support needed,2022-08-07 03:54:14,2022-08-29 03:54:14,
658caae5-1d3e-47bc-a8ed-383b4fa3ac51,aec4fb45-a71c-463b-8cc5-624396acead3,4ee2aab8-ac5d-4e0b-96d8-1b9b4306bf9a,new,won,negotiating,500,,,,relationship,"Partner referral, smooth process",Integration support needed,2023-12-26 03:54:14,2024-01-25 03:54:14,
bebdf9be-3373-42d3-80dd-cc8b7b830e82,2b2c2d48-ab36-47ae-b932-9c2d807ca974,731e7915-c734-4dff-bb2c-a67a09eca181,new,won,negotiating,2400,,,,relationship,Competitive bake-off win on flexibility,Training session scheduled,2025-10-03 03:54:14,2025-11-10 03:54:14,
e4510410-0b1b-428e-b47d-674eb0f981b1,62a3c89a-0477-4d96-908c-0c61d6d78631,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,4800,,,,product_fit,"Partner referral, smooth process",Schedule QBR in 90 days,2025-10-18 03:54:14,2025-11-10 03:54:14,
2acec95e-9c59-499c-ba81-1149d510aad6,24b6a188-4b7a-4f0b-98f3-9bdbed4d9f27,4ee2aab8-ac5d-4e0b-96d8-1b9b4306bf9a,new,won,negotiating,4800,,,,relationship,Competitive bake-off win on flexibility,Expand to second team in Q2,2026-03-13 03:54:14,2026-06-06 03:54:14,
2bbd187f-7b97-43d7-a48c-ead5768691d4,7f9f04fa-fd03-4405-b8d8-c2e6706f6317,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,1200,,,,pricing_advantage,Quick time-to-value sealed it,Training session scheduled,2018-08-01 03:54:14,2018-09-06 03:54:14,
90bb978c-5723-44d9-902f-65caadaffae6,39307521-9adc-4311-9883-da8f412ec95c,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,9600,,,,relationship,Quick time-to-value sealed it,Upsell conversation in 6 months,2018-12-28 03:54:14,2019-02-23 03:54:14,
ed83b792-36c0-4df2-b250-cee49c36aebc,213e86d5-abf8-42f2-8130-6cfadcfd49fe,74f11ff3-05b3-4cbb-9979-4e25b5faae4d,new,won,negotiating,2400,,,,product_fit,"Strong product fit, fast legal",Onboarding kickoff next week,2020-06-01 03:54:14,2020-08-28 03:54:14,
d12b033c-ad3f-477e-834a-60ba2c6b2061,bad918ee-20a4-4b74-af6d-2d2aa7ddebd9,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,9600,,,,product_fit,Quick time-to-value sealed it,Expand to second team in Q2,2020-10-23 03:54:14,2020-12-19 03:54:14,
3891178a-f786-44fd-ab2d-d377ab7df62c,6ae24aea-0595-4069-a4d4-caefbd575c3a,78c6f717-e9bd-4d49-a0ce-566a99e8e45e,new,won,negotiating,4800,,,,pricing_advantage,Competitive bake-off win on flexibility,Connect with CS for rollout,2021-11-09 03:54:14,2021-12-10 03:54:14,
5c5b76e2-522b-47c9-8b72-4d4362d382c8,7bbc3c37-d88e-4543-8b38-1b28c695b3b2,3620388c-a5c6-412d-a681-cdfd55da1658,new,won,negotiating,9600,,,,relationship,Semantic layer was differentiator,Schedule QBR in 90 days,2023-03-19 03:54:14,2023-04-24 03:54:14,
6ce9fd69-ccea-4e85-b9eb-9eeb0ea649eb,7d6d8554-63ef-4413-b26c-4521d6f7f8b0,4ee2aab8-ac5d-4e0b-96d8-1b9b4306bf9a,new,won,negotiating,18000,,,,product_fit,Semantic layer was differentiator,Integration support needed,2023-06-28 03:54:14,2023-09-22 03:54:14,
4a4f691d-dac3-4296-afd3-883964ddad4d,9b6505c3-56ba-4bc9-978f-8c15be39f421,f1fa6171-c7a4-4b92-bf01-ad9a3ea7f82b,new,won,negotiating,36000,,,,pricing_advantage,Competitive bake-off win on flexibility,Onboarding kickoff next week,2025-03-21 03:54:14,2025-05-11 03:54:14,
5f641b6d-7a58-45c2-bb6d-cb574acd6d43,437eff88-1d33-4d92-9b1a-61723f95020d,4ee2aab8-ac5d-4e0b-96d8-1b9b4306bf9a,new,won,negotiating,4800,,,,product_fit,"Partner referral, smooth process",Integration support needed,2025-10-17 03:54:14,2025-12-11 03:54:14,
e0ddccc0-1e5b-44ff-a5c4-3fa56ce47d15,f763bc8b-0183-4798-9156-6e7695ced43f,3620388c-a5c6-412d-a681-cdfd55da1658,new,lost,,4800,pricing,,,,Too many days between touches,"Keep warm, budget may reopen",2026-02-17 03:54:14,2026-03-08 03:54:14,
